HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_(days),Male_maturity_(days),Gestation/Incubation_(days),Weaning_(days),Litter/Clutch_size,Litters/Clutches_per_year,Inter-litter/Interbirth_interval,Birth_weight_(g),Weaning_weight_(g),Adult_weight_(g),Growth_rate_(1/days),Maximum_longevity_(yrs),Source,Specimen_origin,Sample_size,Data_quality,IMR_(per_yr),MRDT_(yrs),Metabolic_rate_(W),Body_mass_(g),Temperature_(K),References
03929,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,aurantiaca,Tangerine_darter,,,,,750,,,,,,,4.5,442,unknown,medium,acceptable,,,,,,442
03930,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,burtoni,Blotchside_logperch,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
03931,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,caprodes,Logperch,,,7,,,,,,,,,3,520,wild,medium,acceptable,,,,,,"442,520"
03932,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,evides,Gilt_darter,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
03933,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,macrocephala,Longhead_darter,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
03934,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,maculata,Blackside_darter,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
03935,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,pantherina,Leopard_darter,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
03936,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,phoxocephala,Slenderhead_darter,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
03937,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,rex,Roanoke_logperch,,,,,,,,,,,,6,454,wild,medium,acceptable,,,,,,454
03938,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,roanoka,Roanoke_darter,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
03939,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,sciera,Dusky_darter,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
03940,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,shumardi,River_darter,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
03941,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,tanasi,Snail_darter,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
03942,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,vigil,Saddleback_darter,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
03943,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,canadensis,Sauger,730,730,20,,,,,,,2000,,18,1,wild,medium,acceptable,,,,,,"1,442"
03944,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,lucioperca,Zander,1338,1338,,,,,,,,11000,,16,454,wild,medium,acceptable,,,,,,454
03945,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,vitreus,Walleye,,,,,150000,,,,,11000,,29,454,wild,medium,acceptable,,,,,,"23,442,454"
03946,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Pholis,gunnellus,Rock_gunnel,,,,,,,,,,,,5,520,wild,medium,acceptable,,,,,,520
03947,Animalia,Chordata,Teleostei,Perciformes,Plesiopidae,Acanthoclinus,fuscus,Taumaka,,,,,,,,,,,,9,454,wild,medium,acceptable,,,,,,454
03948,Animalia,Chordata,Teleostei,Perciformes,Polynemidae,Polydactylus,macrochir,King_threadfin,,,,,,,,,,24750,,20,454,wild,medium,acceptable,,,,,,454
03949,Animalia,Chordata,Teleostei,Perciformes,Polyprionidae,Polyprion,oxygeneios,Hapuka,,4197,,,,,,,,55000,,60,454,wild,medium,acceptable,,,,,,454
03950,Animalia,Chordata,Teleostei,Perciformes,Polyprionidae,Stereolepis,gigas,Giant_sea_bass,,,,,,,,,,140580,,75,1,wild,medium,acceptable,,,,,,"1,454"
03951,Animalia,Chordata,Teleostei,Perciformes,Pomacanthidae,Centropyge,bicolor,Black_and_gold_angelfish,,,,,,,,,,,,13,454,wild,medium,acceptable,,,,,,454
03952,Animalia,Chordata,Teleostei,Perciformes,Pomacanthidae,Centropyge,flavissima,Lemonpeel_angelfish,,,,,,,,,,,,11,1,wild,medium,acceptable,,,,,,1
03953,Animalia,Chordata,Teleostei,Perciformes,Pomacanthidae,Pomacanthus,navarchus,Bluegirdled_angelfish,,,,,,,,,,,,15,1,wild,medium,acceptable,,,,,,1
03954,Animalia,Chordata,Teleostei,Perciformes,Pomacanthidae,Pygoplites,diacanthus,Royal_angelfish,,,,,,,,,,,,14.5,1,wild,medium,acceptable,,,,,,1
03955,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion,clarkii,Black_clown,,,,,,,,,,,,11,1,wild,medium,acceptable,,,,,,1
03956,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion,ephippium,Red_saddleback_anemonefish,,,,,,,,,,,,16,1,wild,medium,acceptable,,,,,,1
03957,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion,melanopus,Black_anemonefish,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
03958,Animalia,Chordata,Teleostei,Perciformes,Pomatomidae,Pomatomus,saltatrix,Bluefish,,,,,,,,,,7920,,9,454,wild,medium,acceptable,,,,,,454
03959,Animalia,Chordata,Teleostei,Perciformes,Priacanthidae,Cookeolus,japonicus,Bulleye,,,,,,,,,,1144,,9,454,wild,medium,acceptable,,,,,,454
03960,Animalia,Chordata,Teleostei,Perciformes,Rachycentridae,Rachycentron,canadum,Cobia,,,,,,,,,,37400,,15,454,wild,medium,acceptable,,,,,,454
03961,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Chlorurus,gibbus,Heavybeak_parrotfish,,,,,,,,,,2200,,14,454,wild,medium,acceptable,,,,,,454
03962,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus,frenatus,Bridled_parrotfish,,,,,,,,,,,,20,454,wild,medium,acceptable,,,,,,454
03963,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus,ghobban,Flame_parrotfish,,,,,,,,,,,,13,454,wild,medium,acceptable,,,,,,454
03964,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus,psittacus,Palenose_parrotfish,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
03965,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus,rubroviolaceus,Bicolor_parrotfish,,,,,,,,,,,,20,454,wild,medium,acceptable,,,,,,454
03966,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Aplodinotus,grunniens,Freshwater_drum,,,2,,50000,,,,,13292.5,,13,454,wild,medium,acceptable,,,,,,"442,454,520"
03967,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Argyrosomus,japonicus,Southern_meagre,,,,,,,,,,41250,,30,454,wild,medium,acceptable,,,,,,454
03968,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Atractoscion,nobilis,White_seabass,,,,,,,,,,22550,,20,1,wild,medium,acceptable,,,,,,"1,454"
03969,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Cheilotrema,saturnum,Black_croaker,,,,,,,,,,385,,20,454,wild,medium,acceptable,,,,,,"454,520"
03970,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Cynoscion,nebulosus,Spotted_seatrout,,,,,,,,,,4356,,18,454,wild,medium,acceptable,,,,,,454
03971,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Genyonemus,lineatus,White_croaker,,,,,,,,,,,,15,1,wild,medium,acceptable,,,,,,1
03972,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Leiostomus,xanthurus,Spot,,,,,,,,,,247.5,,4,523,unknown,medium,acceptable,,,,,,"454,523"
03973,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Menticirrhus,undulatus,California_corbina,,,,,,,,,,2145,,8,454,wild,medium,acceptable,,,,,,"217,454,520"
03974,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Micropogonias,furnieri,Whitemouth_drummer,1277,1277,,,,,,,,,,7,454,wild,medium,acceptable,,,,,,454
03975,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Micropogonias,undulatus,Atlantic_croaker,365,365,,,,,,,,1419,,5,454,wild,medium,acceptable,,,,,,454
03976,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Pogonias,cromis,Black_drum,,,,,,,,,,28215,,43,454,wild,medium,acceptable,,,,,,454
03977,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Sciaenops,ocellatus,Red_drum,1642,1277,,,,,,,,24750,,50,454,wild,medium,acceptable,,,,,,454
03978,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Totoaba,macdonaldi,Totoaba,,,,,,,,,,,,15,1,wild,medium,acceptable,,,,,,1
03979,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Auxis,thazard,Frigate_tuna,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
03980,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Euthynnus,affinis,Little_tunny,,,,,,,,,,7700,,10,454,wild,medium,acceptable,,,,,,454
03981,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Katsuwonus,pelamis,Skipjack_tuna,1095,,,,,,,,,18975,,12,454,wild,medium,acceptable,,,,,,454
03982,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Rastrelliger,brachysoma,Indian_mackerel,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
03983,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Sarda,sarda,Atlantic_bonito,365,365,,,,,,,,6050,,5,454,wild,medium,acceptable,,,,,,454
03984,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomber,japonicus,Chub_mackerel,821,821,,,,,,,,1595,,18,454,wild,medium,acceptable,,,,,,454
03985,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomber,scombrus,Atlantic_mackerel,784,784,,,,,,,,1870,,17,454,wild,medium,acceptable,,,,,,"454,585"
03986,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomberomorus,commerson,King_mackerel,912,,,,,,,,,38500,,14,454,wild,medium,acceptable,,,,,,454
03987,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomberomorus,maculatus,Spanish_mackerel,1095,730,,,,,,,,3239.5,,5,454,wild,medium,acceptable,,,,,,"454,520"
03988,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomberomorus,tritor,West_African_Spanish_mackerel,,,,,,,,,,3300,,5,454,wild,medium,acceptable,,,,,,454
03989,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,alalunga,Albacore,1825,1825,,,2000000,1,365,,,33165,,13,454,wild,medium,acceptable,,,,,,"454,716,717"
03990,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,albacares,Yellowfin_tuna,,,,,,,,,,,,9,520,wild,medium,acceptable,,,,,,520
03991,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,maccoyii,Southern_bluefin_tuna,3102,3102,,,,,,,,143000,,20,454,wild,medium,acceptable,,,,,,454
03992,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,obesus,Bigeye_tuna,,,,,,,,,,115500,,11,454,wild,medium,acceptable,,,,,,454
03993,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Thunnus,thynnus,Horse_mackerel,1368,1368,,,,,,,,376200,,15,454,wild,medium,acceptable,,,,,,454
03994,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Centropristis,striata,Black_sea_bass,,,,,,,,,,2365,,20,1,wild,medium,acceptable,,,,,,"1,454"
03995,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Cephalopholis,miniata,Bluespot_rockcod,,,,,,,,,,,,25,454,wild,medium,acceptable,,,,,,454
03996,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,areolatus,Areolate_grouper,,,,,,,,,,770,,15,454,wild,medium,acceptable,,,,,,454
03997,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,chlorostigma,Brownspotted_grouper,1095,,,,,,,,,3850,,29,454,wild,medium,acceptable,,,,,,454
03998,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,coioides,Orange-spotted_grouper,912,,,,,,,,,8250,,22,454,wild,medium,acceptable,,,,,,454
03999,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,drummondhayi,Speckled_hind,,,,,,,,,,16500,,25,454,wild,medium,acceptable,,,,,,454
04000,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,flavolimbatus,Yellowedge_grouper,,,,,,,,,,10230,,32,454,wild,medium,acceptable,,,,,,454
04001,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,marginatus,Dusky_grouper,4015,,,,,,,,,33000,,50,583,captivity,tiny,acceptable,,,,,,"454,583"
04002,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,niveatus,Snowy_grouper,1825,,,,,,,,,16500,,27,454,wild,medium,acceptable,,,,,,454
04003,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,striatus,Nassau_grouper,,,,,,,,,,13750,,16,454,wild,medium,acceptable,,,,,,454
04004,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,interstitialis,Yellowmouth_grouper,,,,,,,,,,5610,,41,454,wild,medium,acceptable,,,,,,454
04005,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,phenax,Scamp,,,,,,,,,,7810,,21,454,wild,medium,acceptable,,,,,,454
04006,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Paralabrax,clathratus,Kelp_bass,,,,,,,,,,3850,,31,1,wild,medium,acceptable,,,,,,"1,454"
04007,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Paralabrax,nebulifer,Barred_sand_bass,,,,,,,,,,3289,,31,1,wild,medium,acceptable,,,,,,"1,454"
04008,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Plectropomus,leopardus,Bluedotted_coraltrout,1095,1277,,,,,,,,12980,,26,454,wild,medium,acceptable,,,,,,454
04009,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Serranus,scriba,Painted_comber,,,,,,,,,,8250,,60,454,wild,medium,acceptable,,,,,,454
04010,Animalia,Chordata,Teleostei,Perciformes,Sillaginidae,Sillaginodes,punctatus,Spotted_whiting,1277,1277,,,,,,,,2640,,15,454,wild,medium,acceptable,,,,,,454
04011,Animalia,Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,ciliata,Sand_whiting,,,,,,,,,,770,,22,454,wild,medium,acceptable,,,,,,454
04012,Animalia,Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,schomburgkii,Western_sand_whiting,,,,,,,,,,,,12,454,wild,medium,acceptable,,,,,,454
04013,Animalia,Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Northern_whiting,,,,,,,,,,,,7,454,wild,medium,acceptable,,,,,,454
04014,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Acanthopagrus,australis,Surf_bream,,,,,,,,,,2475,,12,454,wild,medium,acceptable,,,,,,454
04015,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Acanthopagrus,butcheri,Southern_black_bream,912,912,,,,,,,,2200,,29,454,wild,medium,acceptable,,,,,,454
04016,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Archosargus,probatocephalus,Sheepshead,730,730,,,,,,,,2000,,20,454,wild,medium,acceptable,,,,,,"454,502"
04017,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Calamus,nodosus,Knobbed_porgy,,,,,,,,,,1446.5,,17,454,wild,medium,acceptable,,,,,,454
04018,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Chrysophrys,auratus,Squirefish,1277,1277,,,,,,,,11000,,35,454,wild,medium,acceptable,,,,,,454
04019,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus,annularis,Annular_seabream,730,365,,,,,,,,,,7,454,wild,medium,acceptable,,,,,,454
04020,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus,sargus,White_seabream,,,,,,,,,,1000,,21,454,wild,medium,acceptable,,,,,,454
04021,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Lithognathus,aureti,West_coast_seabream,3084,1971,,,,,,,,10615,,50,454,wild,medium,acceptable,,,,,,454
04022,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Pagellus,bogaraveo,Blackspot_seabream,,,,,,,,,,2200,,15,454,wild,medium,acceptable,,,,,,454
04023,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Sparus,aurata,Gilthead_seabream,,,,,,,,,,9460,,11,454,wild,medium,acceptable,,,,,,454
04024,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Spondyliosoma,cantharus,Black_sea_bream,,,,,,,,,,671,,15,454,wild,medium,acceptable,,,,,,"454,520"
04025,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Stenotomus,chrysops,Scup,,,,,,,,,,1133,,19,1,wild,medium,acceptable,,,,,,"1,454"
04026,Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena,argentea,Pacific_barracuda,,,,,,,,,,6600,,11,454,wild,medium,acceptable,,,,,,"454,520"
04027,Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena,barracuda,Great_barracuda,1460,730,,,,,,,,24000,,14,502,unknown,medium,acceptable,,,,,,502
04028,Animalia,Chordata,Teleostei,Perciformes,Trichiuridae,Trichiurus,lepturus,Atlantic_cutlassfish,,,,,,,,,,2750,,15,454,wild,medium,acceptable,,,,,,454
04029,Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Bellapiscis,lesleyae,Mottled_twister,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
04030,Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Forsterygion,lapillum,Common_triplefin,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
04031,Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Forsterygion,varium,Striped_triplefin,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
04032,Animalia,Chordata,Teleostei,Perciformes,Uranoscopidae,Kathetostoma,giganteum,Flathead,,,,,,,,,,,,20,454,wild,medium,acceptable,,,,,,454
04033,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes,pacificus,Blackbelly_eelpout,,,,,,,,,,,,5,454,wild,medium,acceptable,,,,,,454
04034,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Zoarces,americanus,Ocean_pout,,,,,,,,,,2989.8,,18,454,wild,medium,acceptable,,,,,,"454,584"
04035,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Zoarces,viviparus,Viviporous_blenny,,,,,,,,,,280.5,,10,454,wild,medium,acceptable,,,,,,454
04036,Animalia,Chordata,Teleostei,Percopsiformes,Amblyopsidae,Forbesichthys,agassizii,Spring_cavefish,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
04037,Animalia,Chordata,Teleostei,Percopsiformes,Amblyopsidae,Typhlichthys,subterraneus,Southern_cavefish,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
04038,Animalia,Chordata,Teleostei,Percopsiformes,Aphredoderidae,Aphredoderus,sayanus,Pirate_perch,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,"183,454"
04039,Animalia,Chordata,Teleostei,Percopsiformes,Percopsidae,Percopsis,omiscomaycus,Trout-perch,,,,,,,,,,,,4,454,wild,medium,acceptable,,,,,,454
04040,Animalia,Chordata,Teleostei,Percopsiformes,Percopsidae,Percopsis,transmontana,Sand_roller,,,,,,,,,,,,6,454,wild,medium,acceptable,,,,,,454
04041,Animalia,Chordata,Teleostei,Pleuronectiformes,Achiridae,Trinectes,maculatus,Hogchoker,,,,,,,,,,,,6,454,wild,medium,acceptable,,,,,,454
04042,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Arnoglossus,imperialis,Scaldfish,,,,,,,,,,,,8,454,wild,medium,acceptable,,,,,,454
04043,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Arnoglossus,thori,Grohmann's_scaldfish,,,,,,,,,,,,10,454,wild,medium,acceptable,,,,,,454
04044,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Etropus,crossotus,Fringed_flounder,,,,,,,,,,,,2,454,wild,medium,acceptable,,,,,,454
04045,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,californicus,California_halibut,,,,,,,,,,18150,,30,1,wild,medium,acceptable,,,,,,"1,454"
04046,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,lethostigma,Southern_flounder,,,,,,,,,,5131.5,,8,454,wild,medium,acceptable,,,,,,454
04047,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Pseudorhombus,pentophthalmus,Fivespot_flounder,,,,,,,,,,,,3,454,wild,medium,acceptable,,,,,,454
04048,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Atheresthes,stomias,Arrowtooth_flounder,,,,,,,,,,1100,,15,454,wild,medium,acceptable,,,,,,454
04049,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Eopsetta,jordani,Petrale_sole,2920,2555,,,,,,,,1980,,25,454,wild,medium,acceptable,,,,,,454
04050,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,cynoglossus,Witch_flounder,,,,,,,,,,1375,,25,454,wild,medium,acceptable,,,,,,454
04051,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,zachirus,Rex_sole,,,,,,,,,,825,,24,454,wild,medium,acceptable,,,,,,454
04052,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,American_plaice,3216,1460,,,,,,,,3520,,30,454,wild,medium,acceptable,,,,,,454
04053,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,Atlantic_halibut,3613,3102,,,,,,,,176000,,90,1,wild,medium,acceptable,,,,,,"1,454,524,795"
04054,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis,Pacific_halibut,4927,4562,,,,,,,,199650,,42,454,wild,medium,acceptable,,,,,,"454,585"
04055,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Isopsetta,isolepis,Butter_sole,,,,,,,,,,,,11,454,wild,medium,acceptable,,,,,,454
04056,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Kareius,bicoloratus,Stone_flounder,,,,,,,,,,,,12,454,wild,medium,acceptable,,,,,,454
04057,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Lepidopsetta,bilineata,Rock_sole,3285,,,,,,,,,,,22,454,wild,medium,acceptable,,,,,,454
04058,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,aspera,Yellowfin_sole,3102,1642,,,,,,,,233.75,,26,454,wild,medium,acceptable,,,,,,454
04059,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,ferruginea,Yellowtail_flounder,1718,1334,,,,,,,,825,,12,454,wild,medium,acceptable,,,,,,454
04060,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,kitt,Lemon_sole,1460,1460,,,,,,,,1600,,23,454,wild,medium,acceptable,,,,,,454
04061,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,pacificus,Dover_sole,2738,2738,,,,,,,,,,45,1,wild,medium,acceptable,,,,,,"1,585"
