Species,Country_of_Origin,Number_of_Bags,Bag_Weight,Harvest_Year,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,BitterSweetness,Mouthfeel_Body,Uniform_Cup,Clean_cup,Blance,Cupper_Points,Total_Cup_Points,Moisture,Category_one_Defects,Quakers,Color,Category_Two_Defects
Arabica,Brazil,320,60,2018.0,Natural / Dry,7.67,7.42,7.5,7.58,10.0,7.67,10.0,10.0,7.58,7.75,83.17,0.11,0,0.0,Green,4
Arabica,Guatemala,275,69,2017.0,Washed / Wet,7.58,7.58,7.33,7.67,10.0,7.75,10.0,10.0,7.58,7.67,83.17,0.1,0,0.0,Green,1
Arabica,"Tanzania, United Republic Of",320,60,2016.0,Washed / Wet,7.67,7.58,7.42,7.67,10.0,7.67,10.0,10.0,7.58,7.58,83.17,0.12,0,0.0,Green,3
Arabica,Peru,200,13800,2017.0,,7.92,7.5,7.5,7.58,10.0,7.67,10.0,10.0,7.5,7.5,83.17,0.11,0,1.0,Green,0
Arabica,Vietnam,1,2,2017.0,Natural / Dry,7.58,7.42,7.08,7.33,10.0,7.58,10.0,10.0,8.58,7.58,83.17,0.07,0,0.0,None,0
Arabica,Guatemala,250,1500,2016.0,Washed / Wet,7.67,7.75,7.42,7.75,10.0,7.58,10.0,10.0,7.5,7.5,83.17,0.11,2,2.0,Green,3
Arabica,Honduras,275,69,2016.0,Washed / Wet,7.67,7.67,7.5,7.67,10.0,7.5,10.0,10.0,7.67,7.5,83.17,0.11,0,1.0,Blue-Green,1
Arabica,China,3,60,2015.0,Washed / Wet,7.5,7.67,7.33,7.67,10.0,7.67,10.0,10.0,7.67,7.67,83.17,0.11,0,0.0,Green,0
Arabica,China,3,60,2015.0,Washed / Wet,7.67,7.67,7.5,7.67,10.0,7.42,10.0,10.0,7.58,7.67,83.17,0.1,0,0.0,Green,3
Arabica,El Salvador,275,69,2016.0,Washed / Wet,7.5,7.5,7.33,7.67,10.0,8.0,10.0,10.0,7.67,7.5,83.17,0.0,0,0.0,Green,0
Arabica,Guatemala,150,69,2015.0,Washed / Wet,7.5,7.75,7.5,7.83,10.0,7.58,10.0,10.0,7.5,7.5,83.17,0.11,0,0.0,Green,1
Arabica,Guatemala,100,69,2015.0,Washed / Wet,7.92,7.67,7.42,7.75,10.0,7.5,10.0,10.0,7.5,7.42,83.17,0.12,0,0.0,Green,3
Arabica,Kenya,300,2,2014.0,Washed / Wet,7.83,7.75,7.67,7.75,9.33,7.83,9.33,9.33,8.5,7.83,83.17,0.1,0,0.0,Bluish-Green,1
Arabica,Thailand,1,1,2014.0,Washed / Wet,7.67,7.58,7.58,7.75,10.0,7.42,10.0,10.0,7.67,7.5,83.17,0.12,0,0.0,Bluish-Green,0
Arabica,"Tanzania, United Republic Of",180,60,2014.0,Washed / Wet,7.58,7.67,7.67,7.58,10.0,7.42,10.0,10.0,7.58,7.67,83.17,0.13,0,0.0,Bluish-Green,6
Arabica,Colombia,232,70,2014.0,Washed / Wet,7.58,7.5,7.5,7.67,10.0,7.5,10.0,10.0,7.67,7.75,83.17,0.0,0,0.0,,4
Arabica,Uganda,84,60,2014.0,Washed / Wet,8.0,7.67,7.5,7.42,10.0,7.33,10.0,10.0,7.58,7.67,83.17,0.1,0,0.0,Bluish-Green,0
Arabica,Colombia,1,2,2014.0,Washed / Wet,7.58,7.75,7.5,7.58,10.0,7.58,10.0,10.0,7.58,7.58,83.17,0.11,10,0.0,Green,3
Arabica,Honduras,275,1,2013.0,Natural / Dry,7.5,7.5,7.5,7.67,10.0,7.67,10.0,10.0,7.67,7.67,83.17,0.1,0,0.0,Green,5
Arabica,Honduras,275,1,2015.0,Natural / Dry,7.67,7.67,7.5,7.67,10.0,7.5,10.0,10.0,7.67,7.5,83.17,0.11,0,0.0,Green,3
Arabica,Guatemala,200,69,2014.0,Washed / Wet,7.33,7.83,7.17,8.17,10.0,7.33,10.0,10.0,7.67,7.67,83.17,0.09,0,0.0,Green,1
Arabica,United States (Hawaii),6,50,2013.0,Natural / Dry,7.5,7.5,7.58,7.42,10.0,7.92,10.0,10.0,7.67,7.58,83.17,0.11,0,0.0,Bluish-Green,0
Arabica,"Tanzania, United Republic Of",300,1,2014.0,Washed / Wet,7.58,7.5,7.58,7.75,10.0,7.58,10.0,10.0,7.58,7.58,83.17,0.12,0,0.0,Green,1
Arabica,Guatemala,250,69,2013.0,Washed / Wet,7.67,7.83,7.33,7.67,10.0,7.5,10.0,10.0,7.67,7.5,83.17,0.11,0,0.0,Green,2
Arabica,Mexico,45,1,2013.0,Washed / Wet,7.75,7.58,7.58,7.58,10.0,7.5,10.0,10.0,7.42,7.75,83.17,0.11,0,0.0,Green,2
Arabica,Mexico,10,1,2012.0,Washed / Wet,7.75,7.67,7.58,7.5,10.0,7.42,10.0,10.0,7.58,7.67,83.17,0.12,3,0.0,None,8
Arabica,Mexico,10,1,2012.0,Washed / Wet,7.58,7.75,7.42,7.67,10.0,7.5,10.0,10.0,7.58,7.67,83.17,0.14,0,0.0,None,10
Arabica,Colombia,275,70,2012.0,Washed / Wet,7.67,7.5,7.5,7.5,10.0,7.58,10.0,10.0,8.17,7.25,83.17,0.11,1,0.0,Green,2
Arabica,Mexico,15,1,2012.0,Washed / Wet,7.75,7.5,7.42,7.75,10.0,7.58,10.0,10.0,7.58,7.58,83.17,0.13,0,0.0,Green,5
Arabica,Colombia,250,70,2012.0,Washed / Wet,7.58,7.67,7.5,7.58,10.0,7.67,10.0,10.0,7.67,7.5,83.17,0.11,0,0.0,Blue-Green,0
Arabica,Mexico,250,1,2012.0,Washed / Wet,7.5,7.75,7.58,7.58,10.0,7.67,10.0,10.0,7.5,7.58,83.17,0.11,0,0.0,,5
Arabica,Brazil,50,60,2012.0,Natural / Dry,7.75,7.67,7.58,7.5,10.0,7.58,10.0,10.0,7.58,7.5,83.17,0.12,0,0.0,Green,1
Arabica,Brazil,100,60,2012.0,Natural / Dry,7.92,7.58,7.5,7.58,10.0,7.42,10.0,10.0,7.5,7.67,83.17,0.11,0,0.0,Green,4
Arabica,Guatemala,250,2,2012.0,Washed / Wet,7.75,7.5,7.67,7.5,9.33,7.92,10.0,10.0,8.0,7.5,83.17,0.0,0,0.0,Green,10
Arabica,Brazil,25,60,2011.0,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,10.0,7.75,10.0,10.0,7.5,7.58,83.17,0.12,0,0.0,Blue-Green,3
Arabica,Brazil,90,60,2011.0,,7.58,7.75,7.67,7.5,10.0,7.67,10.0,10.0,7.58,7.42,83.17,0.02,0,0.0,,2
Arabica,El Salvador,250,69,2011.0,,7.42,7.83,8.17,8.08,10.0,7.17,10.0,9.33,7.58,7.58,83.17,0.14,0,0.0,,3
Arabica,Ethiopia,300,6,,,7.75,8.0,7.67,8.08,9.33,7.83,9.33,9.33,7.92,7.92,83.17,0.01,0,0.0,,0
Arabica,Colombia,275,70,2016.0,Washed / Wet,7.58,7.67,7.33,7.67,10.0,7.75,10.0,10.0,7.58,7.5,83.08,0.0,0,1.0,Green,4
Arabica,Colombia,275,70,2016.0,Washed / Wet,7.75,7.5,7.5,7.42,10.0,8.0,10.0,10.0,7.75,7.17,83.08,0.0,1,2.0,Green,5
Arabica,Brazil,320,60,2015.0,Pulped natural / honey,7.58,7.58,7.58,7.5,10.0,7.67,10.0,10.0,7.58,7.58,83.08,0.11,0,2.0,Bluish-Green,2
Arabica,Brazil,320,2,2016.0,Natural / Dry,7.33,7.67,7.67,7.33,10.0,7.75,10.0,10.0,7.42,7.92,83.08,0.0,0,0.0,Green,3
Arabica,Taiwan,20,60,2015.0,Natural / Dry,7.83,7.92,7.5,7.83,10.0,7.67,9.33,10.0,7.25,7.75,83.08,0.0,0,0.0,Green,0
Arabica,Brazil,300,60,2015.0,Natural / Dry,7.42,7.67,7.58,7.5,10.0,7.75,10.0,10.0,7.67,7.5,83.08,0.11,0,0.0,Green,13
Arabica,Brazil,300,2,2015.0,Washed / Wet,7.58,7.83,7.67,7.42,10.0,7.42,10.0,10.0,7.5,7.67,83.08,0.0,0,0.0,Green,1
Arabica,Costa Rica,250,1,2014.0,Washed / Wet,7.83,7.33,7.5,7.67,10.0,7.58,10.0,10.0,7.67,7.5,83.08,0.1,0,0.0,Green,3
Arabica,United States (Hawaii),16,50,2013.0,Natural / Dry,7.33,7.75,7.58,7.33,10.0,7.83,10.0,10.0,7.67,7.58,83.08,0.12,0,0.0,Bluish-Green,8
Arabica,Taiwan,50,30,2014.0,Other,7.75,7.75,7.5,7.5,10.0,7.5,10.0,10.0,7.5,7.58,83.08,0.11,0,0.0,,0
Arabica,United States (Hawaii),6,50,2012.0,Natural / Dry,7.83,7.83,7.33,7.17,10.0,7.75,10.0,10.0,7.67,7.5,83.08,0.1,0,0.0,Bluish-Green,0
Arabica,Mexico,10,1,2012.0,Washed / Wet,7.75,7.67,7.42,7.75,10.0,7.5,10.0,10.0,7.5,7.5,83.08,0.1,0,0.0,,1
Arabica,United States (Hawaii),7,50,2012.0,Natural / Dry,7.67,7.58,7.5,7.67,10.0,7.92,9.33,9.33,8.0,8.08,83.08,0.0,1,0.0,,4
Arabica,United States (Hawaii),6,50,2012.0,Washed / Wet,7.33,7.58,7.58,7.92,10.0,7.67,10.0,10.0,7.58,7.42,83.08,0.12,0,0.0,Green,0
Arabica,Colombia,275,70,,,7.33,7.33,7.33,7.58,10.0,7.25,10.0,10.0,8.08,8.17,83.08,0.01,0,0.0,,0
Arabica,Colombia,250,70,2010.0,,7.83,7.75,7.33,7.25,10.0,7.42,10.0,10.0,7.92,7.58,83.08,0.08,1,0.0,,3
Arabica,Indonesia,10,60,2010.0,,7.67,7.58,7.5,7.58,10.0,7.67,10.0,10.0,7.58,7.5,83.08,0.0,0,0.0,,0
Arabica,Guatemala,275,69,,,7.92,7.67,7.67,7.25,10.0,7.83,9.33,10.0,7.67,7.75,83.08,0.02,0,0.0,,1
Arabica,Brazil,320,60,2018.0,Natural / Dry,7.58,7.5,7.5,7.75,10.0,7.67,10.0,10.0,7.5,7.5,83.0,0.0,0,0.0,Green,4
Arabica,Brazil,320,60,2016.0,Natural / Dry,7.5,7.58,7.58,7.67,10.0,7.58,10.0,10.0,7.5,7.58,83.0,0.11,0,3.0,Green,5
Arabica,Brazil,320,60,2016.0,Natural / Dry,7.5,7.67,7.58,7.67,10.0,7.58,10.0,10.0,7.42,7.58,83.0,0.11,0,2.0,Bluish-Green,3
Arabica,Uganda,310,60,2015.0,Washed / Wet,7.67,7.58,7.42,7.42,10.0,7.83,10.0,10.0,7.5,7.58,83.0,0.12,0,0.0,Green,6
Arabica,Uganda,325,60,2015.0,Natural / Dry,7.67,7.67,7.5,7.58,10.0,7.42,10.0,10.0,7.5,7.67,83.0,0.12,0,5.0,Green,8
Arabica,Colombia,25,70,2016.0,,7.67,7.67,7.33,7.67,10.0,7.5,10.0,10.0,7.58,7.58,83.0,0.11,0,0.0,Green,4
Arabica,Vietnam,2,2,2014.0,Other,7.75,7.67,7.58,7.58,10.0,7.42,9.33,10.0,7.67,8.0,83.0,0.0,0,0.0,Green,0
Arabica,Guatemala,275,69,2015.0,Washed / Wet,7.67,7.75,7.33,7.92,10.0,7.42,10.0,10.0,7.5,7.42,83.0,0.11,0,0.0,Green,3
Arabica,Guatemala,200,69,2015.0,Washed / Wet,7.75,7.67,7.33,7.75,10.0,7.5,10.0,10.0,7.42,7.58,83.0,0.11,0,0.0,Green,2
Arabica,Guatemala,250,69,2015.0,Washed / Wet,7.83,7.67,7.25,7.67,10.0,7.75,10.0,10.0,7.5,7.33,83.0,0.11,0,0.0,Green,2
Arabica,Brazil,305,2,2014.0,Natural / Dry,7.67,7.67,7.67,7.5,10.0,7.42,10.0,10.0,7.5,7.58,83.0,0.0,0,0.0,Green,0
Arabica,Taiwan,10,60,2014.0,Washed / Wet,7.92,7.92,7.83,7.58,10.0,7.33,10.0,10.0,7.25,7.17,83.0,0.08,0,0.0,Green,0
Arabica,Uganda,300,60,2013.0,Washed / Wet,7.83,7.58,7.5,7.5,10.0,7.58,10.0,10.0,7.5,7.5,83.0,0.12,0,0.0,Green,0
Arabica,United States (Puerto Rico),17,2.5,2013.0,Washed / Wet,7.67,7.5,7.67,7.83,9.33,7.75,10.0,10.0,7.83,7.42,83.0,0.0,0,0.0,Bluish-Green,0
Arabica,Guatemala,26,69,2014.0,Washed / Wet,7.67,7.67,7.42,7.83,10.0,7.5,10.0,10.0,7.5,7.42,83.0,0.1,1,0.0,Green,0
Arabica,Costa Rica,250,1,2013.0,Washed / Wet,7.67,7.58,7.5,7.58,10.0,7.5,10.0,10.0,7.5,7.67,83.0,0.11,0,0.0,Green,3
Arabica,Brazil,250,2,2014.0,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,10.0,7.42,10.0,10.0,7.67,7.5,83.0,0.12,0,0.0,Bluish-Green,4
Arabica,Colombia,120,70,2013.0,Washed / Wet,7.75,7.42,7.33,7.5,10.0,7.58,10.0,10.0,7.17,8.25,83.0,0.11,1,0.0,Green,1
Arabica,Colombia,250,70,2013.0,Washed / Wet,7.83,7.5,7.58,7.33,10.0,7.5,10.0,10.0,7.67,7.58,83.0,0.0,0,0.0,Green,0
Arabica,Colombia,250,70,2013.0,Natural / Dry,7.33,7.67,7.75,7.42,10.0,7.75,10.0,10.0,7.58,7.5,83.0,0.11,0,0.0,Green,1
Arabica,Colombia,250,70,2013.0,Natural / Dry,7.58,7.75,7.42,7.67,10.0,7.58,10.0,10.0,7.42,7.58,83.0,0.0,0,0.0,Green,2
Arabica,Colombia,275,70,2012.0,Washed / Wet,7.5,7.5,7.42,7.58,10.0,7.75,10.0,10.0,7.58,7.67,83.0,0.11,1,0.0,Green,2
Arabica,Mexico,15,1,2012.0,Washed / Wet,7.67,7.58,7.42,7.5,10.0,7.67,10.0,10.0,7.58,7.58,83.0,0.11,0,0.0,Green,20
Arabica,Mexico,20,1,2012.0,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,10.0,7.58,9.33,10.0,7.67,7.83,83.0,0.11,0,0.0,Green,7
Arabica,Mexico,250,1,2012.0,Washed / Wet,7.5,7.67,7.5,7.5,10.0,7.58,10.0,10.0,7.58,7.67,83.0,0.11,5,0.0,Green,8
Arabica,Colombia,250,70,2012.0,Natural / Dry,7.67,7.58,7.5,7.5,10.0,7.75,10.0,10.0,7.5,7.5,83.0,0.0,1,0.0,,4
Arabica,Colombia,250,70,2012.0,Washed / Wet,7.75,7.58,7.5,7.67,10.0,7.83,9.33,10.0,7.75,7.58,83.0,0.0,0,0.0,Green,4
Arabica,Colombia,250,70,2012.0,Washed / Wet,7.67,7.58,7.58,7.58,10.0,7.67,10.0,10.0,7.42,7.5,83.0,0.11,0,0.0,Green,0
Arabica,Guatemala,275,1,2012.0,Washed / Wet,7.5,7.67,7.5,7.67,10.0,7.5,10.0,10.0,7.83,7.33,83.0,0.1,0,0.0,Green,2
Arabica,Colombia,121,1,2011.0,Washed / Wet,7.67,7.67,7.58,7.5,10.0,7.67,10.0,10.0,7.42,7.5,83.0,0.12,0,0.0,Bluish-Green,0
Arabica,Thailand,1,60,2011.0,,7.33,7.67,7.58,7.5,10.0,7.75,10.0,10.0,7.67,7.5,83.0,0.28,0,0.0,,0
Arabica,Colombia,300,70,,,7.33,7.67,7.58,7.33,10.0,7.58,10.0,10.0,7.92,7.58,83.0,0.08,0,0.0,,1
Arabica,United States (Hawaii),23,50,,,7.83,7.83,7.67,7.83,9.33,7.92,9.33,9.33,7.83,8.08,83.0,0.0,0,0.0,,0
Arabica,United States (Hawaii),5,50,,,7.5,7.58,7.42,7.58,10.0,7.58,10.0,10.0,7.67,7.67,83.0,0.0,0,0.0,,1
Arabica,Colombia,250,70,2011.0,,7.5,7.58,7.67,7.67,10.0,7.58,10.0,10.0,7.58,7.42,83.0,0.06,0,0.0,,2
Arabica,Nicaragua,2,6,2010.0,,7.58,7.83,7.75,7.92,9.33,7.92,9.33,9.33,8.08,7.92,83.0,0.07,0,0.0,,0
Arabica,Thailand,1,0.5,,,7.5,7.25,7.42,7.75,10.0,8.17,10.0,10.0,7.5,7.42,83.0,0.0,0,0.0,,0
Arabica,Brazil,320,60,2018.0,Natural / Dry,7.67,7.58,7.5,7.58,10.0,7.58,10.0,10.0,7.5,7.5,82.92,0.0,0,0.0,Green,0
Arabica,El Salvador,100,69,2017.0,Washed / Wet,7.5,7.5,7.75,7.58,9.33,7.92,10.0,10.0,7.83,7.5,82.92,0.0,0,0.0,Green,1
Arabica,Colombia,129,70,2017.0,Washed / Wet,7.58,7.67,7.5,7.33,10.0,7.67,10.0,10.0,7.58,7.58,82.92,0.11,0,0.0,Green,1
Arabica,Taiwan,10,20,2016.0,Natural / Dry,7.17,7.83,7.25,7.67,10.0,7.67,10.0,10.0,7.58,7.75,82.92,0.09,31,0.0,Green,0
Arabica,Ethiopia,250,60,2016.0,Washed / Wet,7.58,7.58,7.5,7.5,10.0,7.58,10.0,10.0,7.58,7.58,82.92,0.0,1,0.0,Bluish-Green,20
Arabica,Taiwan,11,2,2014.0,Natural / Dry,7.5,7.58,7.67,7.33,10.0,7.5,10.0,10.0,7.75,7.58,82.92,0.0,0,0.0,Green,9
Arabica,Philippines,250,2,2015.0,Washed / Wet,7.58,7.58,7.67,7.58,10.0,7.5,10.0,10.0,7.5,7.5,82.92,0.11,0,0.0,Blue-Green,1
Arabica,Philippines,4,2,2014.0,Washed / Wet,8.08,7.5,7.67,7.42,10.0,7.33,10.0,10.0,7.5,7.42,82.92,0.0,0,0.0,Bluish-Green,0
Arabica,Mexico,11,2,2015.0,Natural / Dry,7.83,7.67,7.25,7.58,10.0,7.5,10.0,10.0,7.5,7.58,82.92,0.13,0,0.0,Blue-Green,3
Arabica,Mexico,275,2,2015.0,Washed / Wet,7.75,7.67,7.42,7.42,10.0,7.75,10.0,10.0,7.5,7.42,82.92,0.12,2,0.0,Bluish-Green,8
Arabica,Brazil,300,2,2015.0,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,10.0,7.75,10.0,10.0,7.67,7.58,82.92,0.11,0,0.0,Green,16
Arabica,Uganda,1,60,2013.0,Washed / Wet,8.0,7.5,7.5,7.58,10.0,7.33,10.0,10.0,7.42,7.58,82.92,0.12,0,0.0,Green,0
Arabica,Uganda,1,60,2013.0,Washed / Wet,7.75,7.58,7.58,7.5,10.0,7.5,10.0,10.0,7.5,7.5,82.92,0.12,0,0.0,Green,4
Arabica,Guatemala,250,69,2014.0,Washed / Wet,7.75,7.5,7.42,7.58,10.0,7.67,10.0,10.0,7.5,7.5,82.92,0.1,0,0.0,Green,1
Arabica,Guatemala,26,69,2014.0,Natural / Dry,7.67,7.83,7.42,7.5,10.0,7.33,10.0,10.0,7.5,7.67,82.92,0.1,0,0.0,Green,2
Arabica,Guatemala,1,2,2012.0,Washed / Wet,7.58,7.58,7.25,7.58,10.0,7.58,10.0,10.0,7.58,7.75,82.92,0.1,0,0.0,Green,4
Arabica,Colombia,250,70,2013.0,Washed / Wet,7.58,7.5,7.75,7.33,10.0,7.58,10.0,10.0,7.58,7.58,82.92,0.11,0,0.0,Green,2
Arabica,Colombia,250,70,2013.0,Natural / Dry,7.75,7.5,7.25,7.5,10.0,7.75,10.0,10.0,7.5,7.67,82.92,0.0,0,0.0,Bluish-Green,0
Arabica,Guatemala,250,69,2013.0,Washed / Wet,7.83,7.75,7.25,7.92,10.0,7.5,10.0,10.0,7.17,7.5,82.92,0.11,0,0.0,Green,2
Arabica,Colombia,250,70,2013.0,Washed / Wet,7.83,7.67,7.42,7.42,10.0,7.5,10.0,10.0,7.58,7.5,82.92,0.11,3,0.0,Green,5
Arabica,Mexico,15,1,2012.0,Natural / Dry,7.58,7.58,7.33,7.25,10.0,7.58,10.0,10.0,7.75,7.83,82.92,0.1,0,0.0,Green,4
Arabica,Vietnam,1,2,2012.0,Natural / Dry,7.67,7.33,7.17,7.58,10.0,8.08,10.0,10.0,7.42,7.67,82.92,0.0,0,0.0,None,17
Arabica,Mexico,100,1,2012.0,Washed / Wet,8.0,7.92,7.67,7.17,10.0,7.67,9.33,10.0,7.42,7.75,82.92,0.14,1,0.0,Green,4
Arabica,United States (Hawaii),8,50,2012.0,Washed / Wet,7.5,7.5,7.5,7.42,10.0,7.67,10.0,10.0,7.83,7.5,82.92,0.1,0,0.0,Green,0
Arabica,Colombia,250,70,2011.0,,7.5,7.75,7.33,7.75,10.0,7.08,10.0,10.0,7.83,7.67,82.92,0.15,0,0.0,,0
Arabica,Thailand,2,0.5,,,7.42,7.58,7.5,7.17,10.0,7.5,10.0,10.0,8.0,7.75,82.92,0.0,0,0.0,,0
Arabica,Kenya,27,50,2017.0,Washed / Wet,7.75,7.58,7.42,7.58,10.0,7.5,10.0,10.0,7.5,7.5,82.83,0.1,0,0.0,Green,3
Arabica,Guatemala,50,69,2017.0,Washed / Wet,7.5,7.58,7.33,7.67,10.0,7.58,10.0,10.0,7.58,7.58,82.83,0.11,1,1.0,Green,2
Arabica,Brazil,320,60,2015.0,Pulped natural / honey,7.67,7.58,7.58,7.5,10.0,7.5,10.0,10.0,7.42,7.58,82.83,0.11,0,2.0,Bluish-Green,2
Arabica,El Salvador,275,69,2016.0,Washed / Wet,7.33,7.67,7.67,7.83,10.0,7.33,10.0,10.0,7.67,7.33,82.83,0.0,0,0.0,Green,4
Arabica,Rwanda,150,60,2015.0,Washed / Wet,7.83,7.92,7.75,7.83,9.33,7.75,9.33,9.33,7.75,8.0,82.83,0.11,0,0.0,Bluish-Green,0
Arabica,Vietnam,3,2,2014.0,Other,7.25,7.58,7.5,7.42,10.0,7.75,10.0,10.0,7.42,7.92,82.83,0.11,11,0.0,Green,0
Arabica,Guatemala,80,69,2015.0,Washed / Wet,7.58,7.58,7.33,7.67,10.0,7.67,10.0,10.0,7.5,7.5,82.83,0.11,0,0.0,Green,2
Arabica,Brazil,300,60,2015.0,Natural / Dry,7.58,7.83,7.33,7.67,10.0,7.42,10.0,10.0,7.33,7.67,82.83,0.12,2,0.0,Green,6
Arabica,Colombia,100,24,2014.0,Washed / Wet,7.83,7.67,7.5,7.58,10.0,7.5,10.0,10.0,7.67,7.08,82.83,0.0,0,0.0,,1
Arabica,United States,300,60,2014.0,Other,7.42,7.58,7.25,7.5,10.0,7.75,10.0,10.0,7.75,7.58,82.83,0.0,0,0.0,,9
Arabica,Guatemala,250,69,2014.0,Washed / Wet,7.67,7.67,7.75,7.67,10.0,7.42,10.0,10.0,7.17,7.5,82.83,0.1,0,0.0,Green,4
Arabica,Colombia,40,1,2013.0,Natural / Dry,7.5,7.42,7.58,7.5,10.0,7.58,10.0,10.0,7.58,7.67,82.83,0.0,4,0.0,Green,4
Arabica,Colombia,125,70,2013.0,Washed / Wet,7.83,7.5,7.5,7.42,10.0,7.5,10.0,10.0,7.5,7.58,82.83,0.11,0,0.0,Green,3
Arabica,"Tanzania, United Republic Of",300,2,2012.0,Washed / Wet,7.67,7.5,7.33,7.25,10.0,7.58,10.0,10.0,7.75,7.75,82.83,0.11,0,0.0,Green,5
Arabica,Mexico,250,1,2012.0,Washed / Wet,7.58,7.67,7.5,7.58,10.0,7.5,10.0,10.0,7.5,7.5,82.83,0.12,2,0.0,Green,10
Arabica,Mexico,250,1,2012.0,Washed / Wet,7.67,7.58,7.42,7.75,10.0,7.42,10.0,10.0,7.42,7.58,82.83,0.12,0,0.0,Blue-Green,7
Arabica,Guatemala,250,1,2012.0,Washed / Wet,7.67,7.67,7.33,7.5,10.0,7.33,10.0,10.0,7.92,7.42,82.83,0.11,0,0.0,Green,10
Arabica,Mexico,250,1,2012.0,Washed / Wet,7.58,7.58,7.5,7.42,10.0,7.67,10.0,10.0,7.58,7.5,82.83,0.11,0,0.0,,2
Arabica,El Salvador,250,69,2011.0,,7.75,7.58,7.75,7.75,10.0,7.25,10.0,10.0,7.5,7.25,82.83,0.0,1,0.0,,3
Arabica,Guatemala,275,69,,Washed / Wet,7.5,7.58,7.42,7.67,10.0,7.58,10.0,10.0,7.5,7.5,82.75,0.1,0,1.0,Green,3
Arabica,Guatemala,275,69,2017.0,Washed / Wet,7.58,7.67,7.5,7.58,10.0,7.5,10.0,10.0,7.42,7.5,82.75,0.11,0,0.0,Green,8
Arabica,Guatemala,50,69,2017.0,Washed / Wet,7.5,7.67,7.17,7.67,10.0,7.67,10.0,10.0,7.58,7.5,82.75,0.11,0,0.0,Green,4
Arabica,Guatemala,50,69,2017.0,Washed / Wet,7.5,7.5,7.42,7.58,10.0,7.67,10.0,10.0,7.5,7.58,82.75,0.1,0,0.0,Green,1
Arabica,Guatemala,25,69,2017.0,Washed / Wet,7.42,7.58,7.42,7.67,10.0,7.5,10.0,10.0,7.5,7.67,82.75,0.1,0,0.0,Green,1
Arabica,Indonesia,2,1,2017.0,Other,7.5,7.58,7.42,7.58,10.0,7.58,10.0,10.0,7.5,7.58,82.75,0.12,0,0.0,Blue-Green,15
Arabica,Guatemala,25,69,2017.0,Washed / Wet,7.58,7.58,7.33,7.58,10.0,7.33,10.0,10.0,7.67,7.67,82.75,0.12,0,0.0,Green,0
Arabica,Taiwan,8,10,2016.0,Natural / Dry,7.83,7.67,7.33,7.67,10.0,7.58,9.33,10.0,7.67,7.67,82.75,0.0,0,0.0,Green,0
Arabica,El Salvador,275,69,2017.0,Washed / Wet,7.67,7.67,7.17,7.33,10.0,7.58,10.0,10.0,7.67,7.67,82.75,0.0,0,0.0,,4
Arabica,Costa Rica,250,69,2016.0,Washed / Wet,7.58,7.5,7.42,7.67,10.0,7.42,10.0,10.0,7.5,7.67,82.75,0.09,0,0.0,Bluish-Green,1
Arabica,Honduras,275,69,2017.0,Natural / Dry,7.58,7.5,7.42,7.58,10.0,7.5,10.0,10.0,7.5,7.67,82.75,0.09,0,1.0,Green,6
Arabica,Brazil,320,60,2015.0,Pulped natural / honey,7.5,7.5,7.58,7.5,10.0,7.58,10.0,10.0,7.58,7.5,82.75,0.11,0,2.0,Bluish-Green,1
Arabica,China,3,60,2015.0,Natural / Dry,7.67,7.5,7.33,7.33,10.0,7.67,10.0,10.0,7.67,7.58,82.75,0.1,0,0.0,Green,0
Arabica,China,3,60,2015.0,Washed / Wet,7.5,7.67,7.42,7.67,10.0,7.5,10.0,10.0,7.5,7.5,82.75,0.11,0,0.0,Green,2
Arabica,Colombia,250,70,2014.0,Washed / Wet,7.5,7.58,7.58,7.75,10.0,7.33,10.0,10.0,7.5,7.5,82.75,0.0,0,0.0,Blue-Green,2
Arabica,Malawi,29,60,2014.0,Washed / Wet,7.75,7.58,7.42,7.5,10.0,7.33,10.0,10.0,7.5,7.67,82.75,0.12,0,0.0,Bluish-Green,0
Arabica,Guatemala,250,69,2014.0,Washed / Wet,7.75,7.42,7.25,7.75,10.0,7.5,10.0,10.0,7.67,7.42,82.75,0.13,0,0.0,Green,2
Arabica,Colombia,275,1,2014.0,Washed / Wet,7.67,7.42,7.42,7.58,10.0,7.33,10.0,10.0,7.67,7.67,82.75,0.12,0,0.0,Green,0
Arabica,United States (Hawaii),10,40,2013.0,Natural / Dry,7.67,7.58,7.42,7.83,10.0,7.33,10.0,10.0,7.5,7.42,82.75,0.1,6,0.0,Blue-Green,0
Arabica,United States (Hawaii),6,50,2013.0,Natural / Dry,7.58,7.83,7.75,7.75,10.0,7.42,9.33,9.33,8.0,7.75,82.75,0.1,0,0.0,Green,0
Arabica,Colombia,250,1,2013.0,Washed / Wet,7.58,7.33,7.17,7.33,10.0,7.25,10.0,10.0,8.58,7.5,82.75,0.1,0,0.0,Green,2
Arabica,Mexico,32,1,2013.0,Washed / Wet,7.58,7.58,7.5,7.5,10.0,7.5,10.0,10.0,7.5,7.58,82.75,0.12,0,0.0,Green,6
