Species,Country_of_Origin,Number_of_Bags,Bag_Weight,Harvest_Year,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,BitterSweetness,Mouthfeel_Body,Uniform_Cup,Clean_cup,Blance,Cupper_Points,Total_Cup_Points,Moisture,Category_one_Defects,Quakers,Color,Category_Two_Defects
Arabica,Thailand,50,50,2015.0,Pulped natural / honey,7.75,7.75,7.75,7.75,10.0,8.0,10.0,10.0,7.75,8.0,84.75,0.12,0,0.0,Green,0
Arabica,Kenya,150,60,2014.0,Washed / Wet,7.92,7.83,7.58,7.92,10.0,7.75,10.0,10.0,7.83,7.92,84.75,0.13,0,0.0,Green,0
Arabica,Honduras,275,1,2014.0,Washed / Wet,7.83,7.75,8.0,7.67,10.0,7.67,10.0,10.0,7.67,8.17,84.75,0.11,0,0.0,Green,4
Arabica,El Salvador,250,69,2011.0,,7.75,8.0,8.0,8.33,9.33,7.67,10.0,10.0,7.92,7.75,84.75,0.15,0,0.0,,3
Arabica,Nicaragua,2,6,2009.0,,7.83,7.58,7.58,7.83,10.0,7.75,10.0,10.0,7.67,8.5,84.75,0.18,0,0.0,,2
Arabica,El Salvador,150,69,2016.0,Washed / Wet,7.83,7.83,7.5,8.0,10.0,7.83,10.0,10.0,7.67,8.0,84.67,0.0,0,0.0,Blue-Green,2
Arabica,Indonesia,2,1,2016.0,Washed / Wet,7.92,7.83,7.75,7.75,10.0,7.75,10.0,10.0,7.75,7.92,84.67,0.12,0,0.0,Green,7
Arabica,Japan,20,1,,Pulped natural / honey,7.75,7.75,7.75,7.42,10.0,8.08,10.0,10.0,7.83,8.08,84.67,0.12,0,0.0,Green,0
Arabica,Costa Rica,15,69,2015.0,Washed / Wet,8.08,7.75,7.67,7.83,10.0,7.5,10.0,10.0,7.92,7.92,84.67,0.1,0,0.0,Blue-Green,2
Arabica,Guatemala,120,34,2015.0,Washed / Wet,7.75,7.83,7.58,8.0,10.0,7.92,10.0,10.0,7.75,7.83,84.67,0.1,0,0.0,Green,1
Arabica,Costa Rica,50,0.5,2014.0,Washed / Wet,8.17,8.0,7.83,7.17,10.0,7.83,10.0,10.0,7.75,7.92,84.67,0.12,0,0.0,Green,0
Arabica,Ethiopia,250,30,2014.0,Washed / Wet,8.08,7.83,7.75,7.83,10.0,7.58,10.0,10.0,7.67,7.92,84.67,0.1,0,0.0,,3
Arabica,Costa Rica,20,69,2014.0,Other,7.67,7.58,7.75,7.75,10.0,7.67,10.0,10.0,8.58,7.67,84.67,0.08,0,0.0,Green,1
Arabica,Costa Rica,275,1,2014.0,Washed / Wet,8.0,7.58,7.83,7.75,10.0,7.75,10.0,10.0,7.75,8.0,84.67,0.11,0,0.0,Green,4
Arabica,Costa Rica,1,2,2012.0,Washed / Wet,8.08,7.83,7.75,7.83,9.33,7.92,10.0,10.0,8.0,7.92,84.67,0.0,1,0.0,Green,10
Arabica,Taiwan,10,30,2014.0,Washed / Wet,8.0,7.92,7.75,7.75,10.0,7.75,10.0,10.0,7.75,7.75,84.67,0.11,0,0.0,Green,0
Arabica,Colombia,250,70,2013.0,Washed / Wet,7.75,7.83,7.75,7.83,10.0,7.75,10.0,10.0,7.83,7.92,84.67,0.0,0,0.0,Green,0
Arabica,Kenya,235,60,2012.0,Washed / Wet,7.75,7.92,7.83,8.0,10.0,7.58,10.0,10.0,7.75,7.83,84.67,0.11,0,0.0,Bluish-Green,0
Arabica,Guatemala,250,1,2012.0,Washed / Wet,8.0,7.83,7.67,7.83,10.0,7.67,10.0,10.0,8.0,7.67,84.67,0.11,0,0.0,Green,4
Arabica,Guatemala,125,1,2012.0,Washed / Wet,7.67,7.83,7.67,8.0,10.0,7.67,10.0,10.0,7.83,8.0,84.67,0.12,0,0.0,Green,4
Arabica,Mexico,80,1,2012.0,Washed / Wet,7.83,7.58,7.67,7.92,10.0,7.92,10.0,10.0,7.83,7.92,84.67,0.13,0,0.0,,3
Arabica,Uganda,320,60,2012.0,Washed / Wet,7.92,7.83,7.75,7.92,10.0,7.67,10.0,10.0,7.75,7.83,84.67,0.11,0,0.0,Blue-Green,3
Arabica,Peru,1,60,,,7.67,7.83,7.75,7.75,10.0,7.92,10.0,10.0,7.83,7.92,84.67,0.0,0,0.0,,3
Arabica,Ethiopia,300,6,2010.0,,7.42,7.75,7.75,8.0,10.0,8.0,10.0,10.0,7.92,7.83,84.67,0.2,0,0.0,,3
Arabica,Kenya,66,60,,Washed / Wet,7.92,7.75,7.83,7.75,10.0,7.58,10.0,10.0,7.92,7.83,84.58,0.11,0,0.0,Blue-Green,5
Arabica,Colombia,250,70,2016.0,Washed / Wet,7.83,7.67,7.58,7.92,10.0,7.67,10.0,10.0,7.83,8.08,84.58,0.0,0,0.0,Blue-Green,4
Arabica,Colombia,125,70,2016.0,Washed / Wet,7.92,7.83,7.58,8.0,10.0,7.83,10.0,10.0,7.67,7.75,84.58,0.0,0,1.0,Green,5
Arabica,Kenya,100,60,2013.0,Washed / Wet,7.83,7.83,7.83,7.75,10.0,7.58,10.0,10.0,7.83,7.92,84.58,0.1,0,0.0,Bluish-Green,2
Arabica,Guatemala,250,69,2014.0,Washed / Wet,7.75,7.83,7.67,7.92,10.0,7.75,10.0,10.0,7.83,7.83,84.58,0.11,0,0.0,Green,1
Arabica,Guatemala,250,69,2014.0,Washed / Wet,8.0,7.92,7.67,7.58,10.0,7.58,10.0,10.0,7.67,8.17,84.58,0.09,0,0.0,Green,0
Arabica,Colombia,250,70,2013.0,Washed / Wet,7.67,7.67,7.58,7.75,10.0,7.58,10.0,10.0,8.5,7.83,84.58,0.0,0,0.0,,0
Arabica,Colombia,75,70,2013.0,Washed / Wet,7.75,7.75,7.83,7.75,10.0,7.58,10.0,10.0,8.0,7.92,84.58,0.0,0,0.0,,5
Arabica,Kenya,11,660,2013.0,Washed / Wet,7.75,7.75,7.75,8.08,10.0,7.75,10.0,10.0,7.75,7.75,84.58,0.0,0,0.0,Green,0
Arabica,Colombia,250,70,2012.0,Washed / Wet,7.67,7.83,7.83,8.0,10.0,7.58,10.0,10.0,7.92,7.75,84.58,0.0,0,0.0,Green,2
Arabica,Costa Rica,1,1,2012.0,Semi-washed / Semi-pulped,7.75,7.83,7.75,8.0,10.0,7.83,10.0,10.0,7.67,7.75,84.58,0.12,0,0.0,Bluish-Green,2
Arabica,Colombia,250,70,2012.0,Washed / Wet,7.42,7.67,7.75,7.75,10.0,8.08,10.0,10.0,7.83,8.08,84.58,0.11,0,0.0,Green,6
Arabica,Brazil,37,60,2011.0,Semi-washed / Semi-pulped,8.0,8.0,7.75,7.75,10.0,7.58,10.0,10.0,7.75,7.75,84.58,0.12,0,0.0,Green,2
Arabica,Brazil,35,60,2011.0,Semi-washed / Semi-pulped,8.5,8.0,7.5,7.75,10.0,7.5,10.0,10.0,7.83,7.5,84.58,0.11,0,0.0,Blue-Green,1
Arabica,Costa Rica,275,18975,2017.0,Washed / Wet,7.92,7.67,7.92,7.75,10.0,7.67,10.0,10.0,7.58,8.0,84.5,0.1,0,0.0,Bluish-Green,2
Arabica,Uganda,200,12000,2016.0,Washed / Wet,7.92,7.75,7.67,7.75,10.0,7.83,10.0,10.0,7.75,7.83,84.5,0.11,0,0.0,Green,1
Arabica,China,3,60,2015.0,Washed / Wet,7.75,7.92,7.67,7.83,10.0,7.75,10.0,10.0,7.67,7.92,84.5,0.1,0,0.0,Green,1
Arabica,Costa Rica,250,0.5,2014.0,Washed / Wet,7.92,7.83,7.83,7.83,10.0,7.58,10.0,10.0,7.58,7.92,84.5,0.11,0,0.0,Green,0
Arabica,Colombia,275,2,2015.0,Washed / Wet,8.08,7.67,7.83,7.83,10.0,7.67,10.0,10.0,7.67,7.75,84.5,0.12,1,0.0,Green,0
Arabica,China,1,2,2013.0,Washed / Wet,7.67,8.0,7.75,7.83,10.0,7.75,10.0,10.0,7.58,7.92,84.5,0.0,0,0.0,Green,2
Arabica,Guatemala,250,69,2013.0,Washed / Wet,8.17,7.83,7.67,7.83,10.0,7.67,10.0,10.0,7.83,7.5,84.5,0.11,0,0.0,Green,2
Arabica,Kenya,235,60,2012.0,Washed / Wet,7.92,7.83,7.67,8.0,10.0,7.67,10.0,10.0,7.75,7.67,84.5,0.11,0,0.0,Blue-Green,0
Arabica,Mexico,56,1,2012.0,Washed / Wet,8.0,7.92,7.42,8.08,10.0,7.5,10.0,10.0,7.67,7.92,84.5,0.12,0,0.0,Green,0
Arabica,Mexico,250,1,2012.0,Washed / Wet,7.92,7.83,7.75,7.75,10.0,7.75,10.0,10.0,7.83,7.67,84.5,0.11,0,0.0,,4
Arabica,Guatemala,250,69,2012.0,Washed / Wet,7.67,8.0,7.67,8.0,10.0,7.5,10.0,10.0,7.83,7.83,84.5,0.11,0,0.0,Green,2
Arabica,Brazil,27,60,,,7.81,7.81,7.88,7.75,10.0,7.38,9.5,10.0,8.25,8.13,84.5,0.0,0,0.0,,4
Arabica,Brazil,320,60,,,8.17,7.67,7.75,7.75,10.0,7.67,10.0,10.0,7.75,7.75,84.5,0.0,2,0.0,,0
Arabica,Costa Rica,275,69,2016.0,Washed / Wet,7.58,7.83,7.83,8.0,10.0,7.67,10.0,10.0,7.58,7.92,84.42,0.1,0,0.0,Blue-Green,3
Arabica,Indonesia,200,30,2017.0,Other,7.67,7.67,7.83,7.58,10.0,7.83,10.0,10.0,7.83,8.0,84.42,0.0,0,0.0,Blue-Green,3
Arabica,Colombia,304,35,2015.0,Natural / Dry,7.92,7.83,7.75,7.67,10.0,7.92,10.0,10.0,7.67,7.67,84.42,0.0,0,0.0,Green,1
Arabica,Colombia,275,70,2014.0,Washed / Wet,7.92,7.75,7.67,7.92,10.0,7.67,10.0,10.0,7.75,7.75,84.42,0.0,0,0.0,Green,3
Arabica,Taiwan,2,2,2012.0,Washed / Wet,7.83,7.83,7.75,8.0,10.0,7.5,10.0,10.0,7.75,7.75,84.42,0.11,0,0.0,Blue-Green,0
Arabica,United States (Hawaii),5,50,2012.0,Natural / Dry,7.92,7.92,7.5,7.83,10.0,7.5,10.0,10.0,7.92,7.83,84.42,0.11,0,0.0,Blue-Green,1
Arabica,Mexico,69,1,2012.0,Washed / Wet,7.75,7.92,7.75,7.67,10.0,7.83,10.0,10.0,7.67,7.83,84.42,0.12,2,0.0,,4
Arabica,Ethiopia,360,6,2009.0,,7.5,7.75,7.83,7.92,10.0,7.92,10.0,10.0,7.75,7.75,84.42,0.2,0,0.0,,2
Arabica,Kenya,150,60,2017.0,Washed / Wet,7.33,7.58,7.83,7.75,10.0,7.75,10.0,10.0,7.92,8.17,84.33,0.11,0,0.0,Green,4
Arabica,Honduras,275,66,2016.0,,7.92,8.0,7.75,7.67,10.0,7.67,10.0,10.0,7.75,7.58,84.33,0.1,0,0.0,Green,3
Arabica,Colombia,275,70,2016.0,Washed / Wet,7.58,7.75,7.5,7.83,10.0,7.67,10.0,10.0,8.5,7.5,84.33,0.0,0,3.0,Green,5
Arabica,Honduras,275,69,2016.0,Washed / Wet,7.58,7.92,7.58,7.75,10.0,7.92,10.0,10.0,7.75,7.83,84.33,0.11,0,1.0,Green,2
Arabica,Colombia,275,70,2016.0,,7.67,7.67,7.75,7.83,10.0,7.75,10.0,10.0,7.83,7.83,84.33,0.0,0,2.0,,4
Arabica,Colombia,250,70,2015.0,Natural / Dry,7.75,7.67,8.0,7.67,10.0,8.08,10.0,10.0,7.83,7.33,84.33,0.11,6,0.0,Green,0
Arabica,Colombia,275,70,2013.0,Washed / Wet,7.75,7.58,7.33,7.83,10.0,7.58,10.0,10.0,8.08,8.17,84.33,0.0,0,0.0,Green,0
Arabica,Mexico,100,80,2012.0,Washed / Wet,8.0,7.75,7.75,7.83,10.0,7.5,10.0,10.0,7.67,7.83,84.33,0.12,0,0.0,Blue-Green,1
Arabica,Brazil,75,60,2011.0,,8.17,8.0,7.5,7.75,10.0,7.5,10.0,10.0,7.67,7.75,84.33,0.0,0,0.0,,4
Arabica,Brazil,80,60,2011.0,,8.0,8.0,7.5,7.5,10.0,7.67,10.0,10.0,7.75,7.92,84.33,0.02,0,0.0,,2
Arabica,Ethiopia,1,66,,,7.75,7.75,7.92,7.75,10.0,7.5,10.0,10.0,7.92,7.75,84.33,0.0,0,0.0,,1
Arabica,Guatemala,250,1,2010.0,,7.5,7.67,7.75,7.67,10.0,7.92,10.0,10.0,7.92,7.92,84.33,0.04,1,0.0,,1
Arabica,Taiwan,10,5,2016.0,Washed / Wet,7.92,7.75,7.75,7.67,10.0,7.67,10.0,10.0,7.83,7.67,84.25,0.12,0,0.0,Blue-Green,0
Arabica,Thailand,20,25,2015.0,Natural / Dry,7.83,7.75,7.75,7.42,10.0,7.83,10.0,10.0,7.67,8.0,84.25,0.12,0,0.0,Green,0
Arabica,Colombia,275,70,2016.0,Natural / Dry,7.83,7.58,7.75,7.58,10.0,7.67,10.0,10.0,8.0,7.83,84.25,0.11,0,0.0,Green,2
Arabica,Guatemala,230,69,2016.0,Washed / Wet,7.75,7.75,7.58,7.92,10.0,7.75,10.0,10.0,7.75,7.75,84.25,0.11,0,4.0,Green,4
Arabica,Guatemala,275,69,2015.0,Washed / Wet,7.75,7.92,7.5,8.08,10.0,7.58,10.0,10.0,7.67,7.75,84.25,0.1,0,0.0,Green,1
Arabica,China,3,60,2015.0,Natural / Dry,7.83,7.83,7.58,7.75,10.0,7.75,10.0,10.0,7.75,7.75,84.25,0.1,0,0.0,Green,1
Arabica,Colombia,275,70,2015.0,Washed / Wet,7.67,7.67,7.75,7.75,10.0,7.67,10.0,10.0,7.92,7.83,84.25,0.11,0,0.0,Green,3
Arabica,Colombia,248,70,2015.0,Washed / Wet,7.83,7.67,7.75,7.58,10.0,7.92,10.0,10.0,7.75,7.75,84.25,0.12,4,0.0,Green,2
Arabica,Colombia,275,2,2016.0,Washed / Wet,7.83,7.75,7.83,7.58,10.0,7.67,10.0,10.0,7.75,7.83,84.25,0.12,0,0.0,Green,0
Arabica,Colombia,250,70,2015.0,Natural / Dry,7.42,7.67,7.83,7.75,10.0,7.92,10.0,10.0,7.83,7.83,84.25,0.12,3,0.0,Green,0
Arabica,"Tanzania, United Republic Of",10,60,2014.0,Washed / Wet,7.83,7.67,7.75,7.83,10.0,7.67,10.0,10.0,7.67,7.83,84.25,0.12,0,0.0,Green,7
Arabica,"Tanzania, United Republic Of",65,60,2014.0,Washed / Wet,7.83,7.75,7.75,7.75,10.0,7.67,10.0,10.0,7.75,7.75,84.25,0.12,0,0.0,Green,2
Arabica,Guatemala,250,69,2014.0,Other,7.83,7.83,7.5,7.92,10.0,7.58,10.0,10.0,7.75,7.83,84.25,0.1,0,0.0,Green,1
Arabica,Colombia,250,70,2013.0,Washed / Wet,7.58,7.5,7.75,7.83,10.0,7.92,10.0,10.0,7.83,7.83,84.25,0.11,0,0.0,Green,2
Arabica,United States (Hawaii),7,50,2012.0,Natural / Dry,7.33,7.92,7.92,7.92,9.33,7.92,10.0,10.0,8.08,7.83,84.25,0.11,1,0.0,Bluish-Green,1
Arabica,Mexico,10,1,2012.0,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,10.0,7.5,10.0,10.0,7.75,7.75,84.25,0.12,0,0.0,Green,1
Arabica,Mexico,20,1,2012.0,Washed / Wet,7.83,7.83,7.75,7.67,10.0,7.83,10.0,10.0,7.58,7.75,84.25,0.12,0,0.0,Green,0
Arabica,Mexico,250,1,2012.0,Washed / Wet,7.83,7.92,7.67,7.75,10.0,7.5,10.0,10.0,7.75,7.83,84.25,0.1,0,0.0,Bluish-Green,4
Arabica,Uganda,1,60,2012.0,Natural / Dry,8.17,7.75,7.58,7.67,10.0,7.83,10.0,10.0,7.58,7.67,84.25,0.13,4,0.0,Green,29
Arabica,Guatemala,50,69,2017.0,Washed / Wet,7.75,7.83,7.58,7.83,10.0,7.67,10.0,10.0,7.75,7.75,84.17,0.13,0,0.0,Green,1
Arabica,Colombia,250,70,2016.0,Washed / Wet,7.83,7.75,7.58,7.67,10.0,7.75,10.0,10.0,7.83,7.75,84.17,0.0,0,0.0,Green,2
Arabica,Costa Rica,150,69,2016.0,Washed / Wet,7.92,7.75,7.67,7.67,10.0,7.5,10.0,10.0,7.67,8.0,84.17,0.09,0,0.0,Bluish-Green,2
Arabica,Guatemala,275,69,2016.0,Washed / Wet,7.75,7.75,7.58,8.0,10.0,7.67,10.0,10.0,7.83,7.58,84.17,0.11,0,0.0,Green,6
Arabica,Guatemala,377,69,2016.0,Washed / Wet,7.75,7.92,7.58,7.92,10.0,7.67,10.0,10.0,7.67,7.67,84.17,0.1,0,1.0,Green,10
Arabica,Guatemala,130,69,2016.0,Washed / Wet,7.58,7.83,7.58,7.83,10.0,7.83,10.0,10.0,7.67,7.83,84.17,0.1,0,0.0,Green,2
Arabica,Colombia,275,70,2015.0,Washed / Wet,8.0,7.5,7.5,7.67,10.0,8.0,10.0,10.0,7.83,7.67,84.17,0.0,0,0.0,Bluish-Green,0
Arabica,Nicaragua,275,2,2015.0,Natural / Dry,7.67,7.83,7.83,7.5,10.0,7.67,10.0,10.0,7.83,7.83,84.17,0.12,0,0.0,Bluish-Green,0
Arabica,Brazil,305,59,2015.0,Natural / Dry,7.67,7.75,7.75,7.67,10.0,7.83,10.0,10.0,7.75,7.75,84.17,0.0,0,0.0,,16
Arabica,Costa Rica,320,69,2014.0,Washed / Wet,7.67,7.75,7.67,7.75,10.0,7.5,10.0,10.0,8.0,7.83,84.17,0.0,0,0.0,Blue-Green,0
Arabica,Ethiopia,320,60,2014.0,Natural / Dry,7.5,7.92,7.58,7.83,10.0,7.75,10.0,10.0,7.83,7.75,84.17,0.1,0,0.0,Green,5
Arabica,"Tanzania, United Republic Of",10,60,2014.0,Washed / Wet,7.92,7.75,7.75,7.75,10.0,7.75,10.0,10.0,7.58,7.67,84.17,0.13,0,0.0,Green,0
Arabica,Colombia,250,1,2015.0,Washed / Wet,7.67,7.5,7.67,7.42,10.0,7.83,10.0,10.0,8.58,7.5,84.17,0.12,0,0.0,Green,4
Arabica,Guatemala,275,2.5,2013.0,Washed / Wet,7.67,7.75,7.67,7.75,10.0,7.75,10.0,10.0,7.75,7.83,84.17,0.11,0,0.0,Bluish-Green,0
Arabica,Kenya,300,18000,2013.0,Washed / Wet,7.58,7.75,7.75,7.75,10.0,7.75,10.0,10.0,7.83,7.75,84.17,0.08,0,0.0,Green,0
Arabica,Brazil,1,2,2012.0,Natural / Dry,7.58,7.83,7.75,7.67,10.0,7.67,10.0,10.0,8.0,7.67,84.17,0.11,0,0.0,Green,3
Arabica,Guatemala,250,69,2013.0,Washed / Wet,7.92,7.75,7.67,7.67,10.0,7.83,10.0,10.0,7.92,7.42,84.17,0.11,0,0.0,Green,4
Arabica,El Salvador,275,2,2013.0,Natural / Dry,8.42,8.08,7.5,7.17,10.0,7.58,9.33,10.0,8.17,7.92,84.17,0.11,0,0.0,Bluish-Green,2
Arabica,Colombia,250,70,2012.0,Washed / Wet,7.75,7.75,7.75,7.75,10.0,7.83,10.0,10.0,7.75,7.58,84.17,0.0,0,0.0,Green,2
Arabica,Guatemala,275,1,2012.0,Natural / Dry,7.83,7.5,7.5,8.0,10.0,7.83,10.0,10.0,7.83,7.67,84.17,0.11,0,0.0,Bluish-Green,2
Arabica,Uganda,320,60,2012.0,Washed / Wet,7.83,7.75,7.5,7.83,10.0,7.83,10.0,10.0,7.75,7.67,84.17,0.11,0,0.0,Green,1
Arabica,Indonesia,2,2,2017.0,Natural / Dry,7.81,7.88,7.56,7.75,10.0,7.63,10.0,10.0,7.75,7.75,84.13,0.12,0,0.0,Bluish-Green,0
Arabica,Colombia,275,70,2017.0,Washed / Wet,7.83,7.5,7.42,7.5,10.0,7.83,10.0,10.0,8.5,7.5,84.08,0.0,1,3.0,Green,3
Arabica,Taiwan,10,20,2016.0,Washed / Wet,7.58,7.67,7.67,7.67,10.0,7.75,10.0,10.0,7.83,7.92,84.08,0.1,0,0.0,Bluish-Green,4
Arabica,Guatemala,50,69,2016.0,Washed / Wet,8.0,7.75,7.5,7.58,10.0,7.92,10.0,10.0,7.67,7.67,84.08,0.1,0,0.0,Green,4
Arabica,Colombia,200,70,2014.0,Washed / Wet,7.92,7.75,7.67,7.75,10.0,7.67,10.0,10.0,7.67,7.67,84.08,0.0,0,0.0,,2
Arabica,Guatemala,1,2,2014.0,Washed / Wet,7.58,7.75,7.67,8.0,10.0,7.75,10.0,10.0,7.67,7.67,84.08,0.1,0,0.0,Bluish-Green,10
Arabica,United States (Hawaii),14,50,2012.0,Natural / Dry,7.83,7.75,7.83,7.83,10.0,7.42,9.33,10.0,8.08,8.0,84.08,0.11,1,0.0,Green,9
Arabica,Mexico,300,1,2012.0,Washed / Wet,7.67,7.75,7.67,7.75,10.0,7.67,10.0,10.0,7.75,7.83,84.08,0.11,1,0.0,Green,10
Arabica,Ethiopia,100,60,2012.0,Natural / Dry,7.92,7.92,7.83,8.0,8.67,7.92,10.0,10.0,7.92,7.92,84.08,0.09,0,0.0,,15
Arabica,Costa Rica,275,75,2017.0,Washed / Wet,7.58,7.75,7.67,7.75,10.0,7.83,10.0,10.0,7.75,7.67,84.0,0.08,1,2.0,None,13
Arabica,Ethiopia,320,60,2017.0,Natural / Dry,7.83,7.75,7.67,7.75,10.0,7.33,10.0,10.0,7.75,7.92,84.0,0.11,3,11.0,Green,1
Arabica,Honduras,275,66,2017.0,Washed / Wet,7.42,7.83,7.75,7.92,10.0,7.75,10.0,10.0,7.58,7.75,84.0,0.1,0,0.0,Green,5
Arabica,Guatemala,275,69,2015.0,Washed / Wet,7.67,7.83,7.58,7.92,10.0,7.75,10.0,10.0,7.67,7.58,84.0,0.12,0,0.0,Green,7
Arabica,Colombia,250,1,2014.0,Washed / Wet,7.67,7.67,7.83,7.58,10.0,7.58,10.0,10.0,7.83,7.83,84.0,0.11,2,0.0,Green,7
Arabica,Guatemala,250,69,2014.0,Natural / Dry,7.92,7.67,7.42,7.92,10.0,7.75,10.0,10.0,7.83,7.5,84.0,0.1,0,0.0,Green,1
Arabica,Guatemala,250,69,2014.0,Other,7.75,7.83,7.5,7.83,10.0,7.58,10.0,10.0,7.67,7.83,84.0,0.1,0,0.0,Green,0
Arabica,Colombia,250,1,2014.0,Washed / Wet,7.67,7.75,7.67,7.67,10.0,7.67,10.0,10.0,7.75,7.83,84.0,0.12,0,0.0,Green,0
Arabica,Colombia,250,70,2014.0,Natural / Dry,7.58,7.42,7.75,7.92,10.0,7.75,10.0,10.0,7.92,7.67,84.0,0.12,0,0.0,Green,0
Arabica,Colombia,138,70,2014.0,Washed / Wet,7.67,7.67,7.5,7.5,10.0,7.67,10.0,10.0,7.67,8.33,84.0,0.12,0,0.0,Green,3
Arabica,Ethiopia,50,60,2013.0,Natural / Dry,7.75,7.75,7.5,7.58,10.0,7.67,10.0,10.0,7.92,7.83,84.0,0.09,4,0.0,Green,40
Arabica,Brazil,320,60,2013.0,Natural / Dry,7.58,7.83,7.67,7.25,10.0,8.0,10.0,10.0,7.75,7.92,84.0,0.1,0,0.0,Green,0
Arabica,Colombia,270,70,2013.0,Washed / Wet,7.67,7.83,7.67,7.75,10.0,7.67,10.0,10.0,7.75,7.67,84.0,0.11,0,0.0,Green,1
Arabica,Kenya,300,60,2012.0,Washed / Wet,7.67,7.83,7.5,7.75,10.0,7.92,10.0,10.0,7.67,7.67,84.0,0.0,0,0.0,Green,2
Arabica,Thailand,2,1,2012.0,Washed / Wet,7.92,8.17,8.17,8.42,9.33,8.08,8.67,8.67,8.17,8.42,84.0,0.12,0,0.0,Green,0
Arabica,Kenya,150,9000,2012.0,Washed / Wet,7.67,7.75,7.67,7.75,10.0,7.83,10.0,10.0,7.67,7.67,84.0,0.0,0,0.0,Bluish-Green,0
Arabica,Uganda,320,60,2012.0,Washed / Wet,7.92,7.75,7.58,7.67,10.0,7.67,10.0,10.0,7.83,7.58,84.0,0.1,10,0.0,Green,26
Arabica,Thailand,1,60,2011.0,,7.58,7.75,7.58,7.75,10.0,7.58,10.0,10.0,7.75,8.0,84.0,0.06,0,0.0,,0
Arabica,Brazil,320,60,2018.0,Natural / Dry,7.5,7.75,7.58,7.5,10.0,7.58,10.0,10.0,7.5,8.5,83.92,0.0,0,0.0,Green,3
Arabica,Mexico,200,69,2017.0,Washed / Wet,7.83,7.83,7.58,7.92,10.0,7.42,10.0,10.0,7.5,7.83,83.92,0.11,0,0.0,Green,5
Arabica,Thailand,45,40,2015.0,Natural / Dry,7.67,7.75,7.5,7.67,10.0,7.67,10.0,10.0,7.83,7.83,83.92,0.1,0,0.0,Bluish-Green,1
Arabica,Brazil,320,60,2016.0,Natural / Dry,7.58,7.67,7.67,7.75,10.0,7.58,10.0,10.0,7.83,7.83,83.92,0.11,0,2.0,Green,7
Arabica,Taiwan,20,50,2015.0,Washed / Wet,7.83,7.75,7.83,7.75,10.0,7.83,9.33,10.0,7.75,7.83,83.92,0.11,0,0.0,Green,3
Arabica,Colombia,250,70,2016.0,,7.75,7.67,7.5,7.75,10.0,7.83,10.0,10.0,7.75,7.67,83.92,0.11,1,0.0,Green,2
Arabica,Colombia,226,70,2016.0,,7.75,7.58,7.5,7.83,10.0,7.75,10.0,10.0,7.92,7.58,83.92,0.0,1,3.0,,5
Arabica,Taiwan,1,2,2014.0,Natural / Dry,7.75,7.75,7.58,7.75,10.0,7.75,10.0,10.0,7.67,7.67,83.92,0.0,0,0.0,Blue-Green,0
Arabica,Colombia,275,2,2015.0,Washed / Wet,7.92,7.67,7.5,7.83,10.0,7.58,10.0,10.0,7.67,7.75,83.92,0.0,0,0.0,,0
Arabica,Colombia,275,2,2014.0,Washed / Wet,7.83,7.75,7.58,7.58,10.0,7.75,10.0,10.0,7.75,7.67,83.92,0.0,1,0.0,None,1
Arabica,Colombia,275,70,2014.0,Washed / Wet,7.75,7.58,7.67,7.83,10.0,7.83,10.0,10.0,7.67,7.58,83.92,0.0,0,0.0,Green,1
Arabica,Taiwan,10,60,2014.0,Washed / Wet,8.0,7.92,7.92,7.92,10.0,7.67,10.0,10.0,7.33,7.17,83.92,0.06,0,0.0,Green,0
Arabica,Colombia,250,70,2014.0,Natural / Dry,7.67,7.83,7.67,7.75,10.0,7.67,10.0,10.0,7.83,7.5,83.92,0.12,0,0.0,Green,3
Arabica,Mexico,48,1,2012.0,Washed / Wet,7.67,7.75,7.58,7.67,10.0,7.75,10.0,10.0,7.83,7.67,83.92,0.12,10,0.0,Blue-Green,32
Arabica,Mexico,250,1,2012.0,Washed / Wet,7.5,7.67,7.58,7.83,10.0,7.75,10.0,10.0,7.75,7.83,83.92,0.11,0,0.0,,2
Arabica,Mexico,20,1,2012.0,Washed / Wet,7.75,7.92,7.83,7.92,10.0,7.75,9.33,10.0,7.67,7.75,83.92,0.0,0,0.0,Green,2
Arabica,Colombia,275,70,2017.0,Washed / Wet,7.92,7.58,7.5,7.83,10.0,7.58,10.0,10.0,7.67,7.75,83.83,0.0,1,0.0,Green,6
Arabica,Colombia,275,70,2016.0,,7.83,7.67,7.5,7.75,10.0,7.75,10.0,10.0,7.75,7.58,83.83,0.0,1,2.0,Green,0
Arabica,Costa Rica,275,69,2015.0,Washed / Wet,7.67,7.67,7.75,7.67,10.0,7.5,10.0,10.0,7.75,7.83,83.83,0.0,0,0.0,Blue-Green,0
Arabica,Guatemala,100,69,2016.0,Washed / Wet,7.75,7.75,7.5,7.75,10.0,7.83,10.0,10.0,7.58,7.67,83.83,0.11,0,7.0,Green,6
Arabica,Taiwan,167,30,2016.0,,7.75,7.67,7.5,7.75,10.0,7.75,10.0,10.0,7.67,7.75,83.83,0.0,0,0.0,,0
Arabica,Brazil,320,2,2016.0,Natural / Dry,7.25,7.58,7.42,8.0,10.0,7.75,10.0,10.0,7.83,8.0,83.83,0.0,0,0.0,Green,0
